Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_odd/i_trace_app/traceOut_event_data[63:0],i_app/dcs_odd/i_trace_app/traceOut_event_size[4:0],i_app/dcs_odd/i_trace_app/traceOut_event_vc[4:0],i_app/dcs_odd/i_trace_app/traceOut_src[2:0],i_app/dcs_odd/i_trace_app/traceOut_ts[63:0],i_app/dcs_odd/i_trace_app/dump_1,i_app/dcs_odd/i_trace_app/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
529,529,0,0000000000000000,00,00,0,0000000000000000,1,0
530,530,0,0000000000000000,00,00,0,0000000000000000,1,0
531,531,0,0000000000000000,00,00,0,0000000000000000,1,0
532,532,0,0000000000000000,00,00,0,0000000000000000,1,0
533,533,0,0000000000000000,00,00,0,0000000000000000,1,0
534,534,0,0000000000000000,00,00,0,0000000000000000,1,0
535,535,0,0000000000000000,00,00,0,0000000000000000,1,0
536,536,0,0000000000000000,00,00,0,0000000000000000,1,0
537,537,0,0000000000000000,00,00,0,0000000000000000,1,0
538,538,0,0000000000000000,00,00,0,0000000000000000,1,0
539,539,0,0000000000000000,00,00,0,0000000000000000,1,0
540,540,0,0000000000000000,00,00,0,0000000000000000,1,0
541,541,0,0000000000000000,00,00,0,0000000000000000,1,0
542,542,0,0000000000000000,00,00,0,0000000000000000,1,0
543,543,0,0000000000000000,00,00,0,0000000000000000,1,0
544,544,0,0000000000000000,00,00,0,0000000000000000,1,0
545,545,0,0000000000000000,00,00,0,0000000000000000,1,0
546,546,0,0000000000000000,00,00,0,0000000000000000,1,0
547,547,0,0000000000000000,00,00,0,0000000000000000,1,0
548,548,0,0000000000000000,00,00,0,0000000000000000,1,0
549,549,0,0000000000000000,00,00,0,0000000000000000,1,0
550,550,0,0000000000000000,00,00,0,0000000000000000,1,0
551,551,0,0000000000000000,00,00,0,0000000000000000,1,0
552,552,0,0000000000000000,00,00,0,0000000000000000,1,0
553,553,0,0000000000000000,00,00,0,0000000000000000,1,0
554,554,0,0000000000000000,00,00,0,0000000000000000,1,0
555,555,0,0000000000000000,00,00,0,0000000000000000,1,0
556,556,0,0000000000000000,00,00,0,0000000000000000,1,0
557,557,0,0000000000000000,00,00,0,0000000000000000,1,0
558,558,0,0000000000000000,00,00,0,0000000000000000,1,0
559,559,0,0000000000000000,00,00,0,0000000000000000,1,0
560,560,0,0000000000000000,00,00,0,0000000000000000,1,0
561,561,0,0000000000000000,00,00,0,0000000000000000,1,0
562,562,0,0000000000000000,00,00,0,0000000000000000,1,0
563,563,0,0000000000000000,00,00,0,0000000000000000,1,0
564,564,0,0000000000000000,00,00,0,0000000000000000,1,0
565,565,0,0000000000000000,00,00,0,0000000000000000,1,0
566,566,0,0000000000000000,00,00,0,0000000000000000,1,0
567,567,0,0000000000000000,00,00,0,0000000000000000,1,0
568,568,0,0000000000000000,00,00,0,0000000000000000,1,0
569,569,0,0000000000000000,00,00,0,0000000000000000,1,0
570,570,0,0000000000000000,00,00,0,0000000000000000,1,0
571,571,0,0000000000000000,00,00,0,0000000000000000,1,0
572,572,0,0000000000000000,00,00,0,0000000000000000,1,0
573,573,0,0000000000000000,00,00,0,0000000000000000,1,0
574,574,0,0000000000000000,00,00,0,0000000000000000,1,0
575,575,0,0000000000000000,00,00,0,0000000000000000,1,0
576,576,0,0000000000000000,00,00,0,0000000000000000,1,0
577,577,0,0000000000000000,00,00,0,0000000000000000,1,0
578,578,0,0000000000000000,00,00,0,0000000000000000,1,0
579,579,0,0000000000000000,00,00,0,0000000000000000,1,0
580,580,0,0000000000000000,00,00,0,0000000000000000,1,0
581,581,0,0000000000000000,00,00,0,0000000000000000,1,0
582,582,0,0000000000000000,00,00,0,0000000000000000,1,0
583,583,0,0000000000000000,00,00,0,0000000000000000,1,0
584,584,0,0000000000000000,00,00,0,0000000000000000,1,0
585,585,0,0000000000000000,00,00,0,0000000000000000,1,0
586,586,0,0000000000000000,00,00,0,0000000000000000,1,0
587,587,0,0000000000000000,00,00,0,0000000000000000,1,0
588,588,0,0000000000000000,00,00,0,0000000000000000,1,0
589,589,0,0000000000000000,00,00,0,0000000000000000,1,0
590,590,0,0000000000000000,00,00,0,0000000000000000,1,0
591,591,0,0000000000000000,00,00,0,0000000000000000,1,0
592,592,0,0000000000000000,00,00,0,0000000000000000,1,0
593,593,0,0000000000000000,00,00,0,0000000000000000,1,0
594,594,0,0000000000000000,00,00,0,0000000000000000,1,0
595,595,0,0000000000000000,00,00,0,0000000000000000,1,0
596,596,0,0000000000000000,00,00,0,0000000000000000,1,0
597,597,0,0000000000000000,00,00,0,0000000000000000,1,0
598,598,0,0000000000000000,00,00,0,0000000000000000,1,0
599,599,0,0000000000000000,00,00,0,0000000000000000,1,0
600,600,0,0000000000000000,00,00,0,0000000000000000,1,0
601,601,0,0000000000000000,00,00,0,0000000000000000,1,0
602,602,0,0000000000000000,00,00,0,0000000000000000,1,0
603,603,0,0000000000000000,00,00,0,0000000000000000,1,0
604,604,0,0000000000000000,00,00,0,0000000000000000,1,0
605,605,0,0000000000000000,00,00,0,0000000000000000,1,0
606,606,0,0000000000000000,00,00,0,0000000000000000,1,0
607,607,0,0000000000000000,00,00,0,0000000000000000,1,0
608,608,0,0000000000000000,00,00,0,0000000000000000,1,0
609,609,0,0000000000000000,00,00,0,0000000000000000,1,0
610,610,0,0000000000000000,00,00,0,0000000000000000,1,0
