Sample in Buffer,Sample in Window,TRIGGER,i_eci_platform/i_eci_transport/link1_eci[link_up],i_eci_platform/i_eci_transport/link1_eci[link_state][5:0],i_eci_platform/i_eci_transport/link1_eci[link_state_change],i_eci_platform/i_eci_transport/link1_eci[rx_block_valid],i_eci_platform/i_eci_transport/link1_eci[rx_has_data_payload],i_eci_platform/i_eci_transport/link1_eci[rx_has_data_payload_filtered],i_eci_platform/i_eci_transport/link1_eci[rx_block_header][39:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_word1][63:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_word2][63:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_word3][63:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_word4][63:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_word5][63:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_word6][63:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_word7][63:0],i_eci_platform/i_eci_transport/link1_eci[rx_block_crc_match],i_eci_platform/i_eci_transport/link1_eci[tx_block_ready],i_eci_platform/i_eci_transport/link1_eci[tx_has_data_payload],i_eci_platform/i_eci_transport/link1_eci[tx_has_data_payload_filtered],i_eci_platform/i_eci_transport/link1_eci[tx_block_header][39:0],i_eci_platform/i_eci_transport/link1_eci[tx_block_word1][63:0],i_eci_platform/i_eci_transport/link1_eci[tx_block_word2][63:0],i_eci_platform/i_eci_transport/link1_eci[tx_block_word3][63:0],i_eci_platform/i_eci_transport/link1_eci[tx_block_word4][63:0],i_eci_platform/i_eci_transport/link1_eci[tx_block_word5][63:0],i_eci_platform/i_eci_transport/link1_eci[tx_block_word6][63:0],i_eci_platform/i_eci_transport/link1_eci[tx_block_word7][63:0],i_eci_platform/i_eci_transport/link2_eci[link_up],i_eci_platform/i_eci_transport/link2_eci[link_state][5:0],i_eci_platform/i_eci_transport/link2_eci[link_state_change],i_eci_platform/i_eci_transport/link2_eci[rx_block_valid],i_eci_platform/i_eci_transport/link2_eci[rx_has_data_payload],i_eci_platform/i_eci_transport/link2_eci[rx_has_data_payload_filtered],i_eci_platform/i_eci_transport/link2_eci[rx_block_header][39:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_word1][63:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_word2][63:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_word3][63:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_word4][63:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_word5][63:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_word6][63:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_word7][63:0],i_eci_platform/i_eci_transport/link2_eci[rx_block_crc_match],i_eci_platform/i_eci_transport/link2_eci[tx_block_ready],i_eci_platform/i_eci_transport/link2_eci[tx_has_data_payload],i_eci_platform/i_eci_transport/link2_eci[tx_has_data_payload_filtered],i_eci_platform/i_eci_transport/link2_eci[tx_block_header][39:0],i_eci_platform/i_eci_transport/link2_eci[tx_block_word1][63:0],i_eci_platform/i_eci_transport/link2_eci[tx_block_word2][63:0],i_eci_platform/i_eci_transport/link2_eci[tx_block_word3][63:0],i_eci_platform/i_eci_transport/link2_eci[tx_block_word4][63:0],i_eci_platform/i_eci_transport/link2_eci[tx_block_word5][63:0],i_eci_platform/i_eci_transport/link2_eci[tx_block_word6][63:0],i_eci_platform/i_eci_transport/link2_eci[tx_block_word7][63:0]
9,9,0,1,"RUN",0,0,0,0,00000000be,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0b00ffffbe01d838,0,1,0,0,e000048000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000091000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
10,10,0,1,"RUN",0,1,0,0,e000017000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000048000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e000040000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000091000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
11,11,0,1,"RUN",0,1,0,0,e000017000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000048000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e000040000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000091000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
12,12,0,1,"RUN",0,1,0,0,e000017000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e00004a000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e000040000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000091000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
13,13,0,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e00004a000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000091000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
14,14,0,1,"RUN",0,0,0,0,e000017000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e00004a000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e000040000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000091000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
15,15,0,1,"RUN",0,0,0,0,e000017000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e00004a000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e000040000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000091000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
16,0,0,1,"RUN",0,1,0,0,e000001000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
17,1,0,1,"RUN",0,1,0,0,e000001000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
18,2,0,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
19,3,0,1,"RUN",0,1,0,0,e000001000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
20,4,1,1,"RUN",0,1,1,1,a00ffccfff,0000000000000000,0000000000000000,0800ffffde01d838,00000000de010000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
21,5,0,1,"RUN",0,0,0,0,800ffffffc,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0800ffff9e01d838,1,1,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
22,6,0,1,"RUN",0,0,0,0,800ffffffc,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0800ffff9e01d838,1,1,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
23,7,0,1,"RUN",0,1,1,1,800ffffffc,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0800ffff9e01d838,1,0,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
24,8,0,1,"RUN",0,0,0,0,0000000000,000000009e010000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000084000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
25,9,0,1,"RUN",0,1,1,1,a00cffffff,000000009e010000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000085000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
26,10,0,1,"RUN",0,1,1,1,800ffccfff,0000000000000000,0000000000000000,0800ffffbe01d838,00000000be010000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000085000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
27,11,0,1,"RUN",0,1,0,0,e000001000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000086000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
28,12,0,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000086000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
29,13,0,1,"RUN",0,1,0,0,e000001000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,a10fffffff,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
30,14,0,1,"RUN",0,1,0,0,e000001000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,f000088000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
31,15,0,1,"RUN",0,1,0,0,e000001000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000088000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00002f000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e000078000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
32,0,0,1,"RUN",0,0,0,0,e000034000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e00002e000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00007b000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e0000e5000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
33,1,0,1,"RUN",0,0,0,0,e000034000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e00002e000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e0000e5000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
34,2,0,1,"RUN",0,1,0,0,e000034000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e00002e000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,e00007b000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,0,0,0,e0000e5000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
35,3,0,1,"RUN",0,0,0,0,0000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0,1,0,0,e00002e000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,0,0,0,e00007b000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e0000e5000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
36,4,1,1,"RUN",0,1,1,1,a00ffffffc,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0b00ffffde01d838,1,1,0,0,e00002e000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00007b000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e0000e5000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
37,5,0,1,"RUN",0,1,1,1,800cffffff,00000000de010000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e00002e000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,"RUN",0,1,0,0,e00007b000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,1,1,0,0,e0000e5000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000,0000000000000000
