Sample in Buffer,Sample in Window,TRIGGER,i_app/dcs_even/i_trace_sys/traceOut_event_data[63:0],i_app/dcs_even/i_trace_sys/traceOut_event_size[4:0],i_app/dcs_even/i_trace_sys/traceOut_event_vc[4:0],i_app/dcs_even/i_trace_sys/traceOut_src[2:0],i_app/dcs_even/i_trace_sys/traceOut_ts[63:0],i_app/dcs_even/i_trace_sys/dump_1,i_app/dcs_even/i_trace_sys/sampleLost
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
190,190,0,0007e00000008480,11,04,2,000000344a1ce0be,1,0
191,191,0,0007e00000008580,11,04,2,000000344a1ce0e2,1,0
192,192,0,0007e00000008680,11,04,2,000000344a1ce107,1,0
193,193,0,5807e40000008080,01,08,5,000000344a1ce19c,1,0
194,194,0,1807e00000008080,11,04,2,000000344a1ce1eb,1,0
195,195,0,2800300000008180,01,06,0,000000344a1ce5d9,1,0
196,196,0,2800300000008280,01,06,0,000000344a1ce5dc,1,0
197,197,0,2804300000008380,01,06,0,000000344a1ce5df,1,0
198,198,0,2840300000008480,01,06,0,000000344a1ce5e2,1,0
199,199,0,2844300000008580,01,06,0,000000344a1ce5e5,1,0
200,200,0,2847f00000008680,01,06,0,000000344a1ce5e8,1,0
201,201,0,5003c00000008180,11,04,4,000000344a1ce699,1,0
202,202,0,5003c00000008280,11,04,4,000000344a1ce6bc,1,0
203,203,0,5007c00000008380,11,04,4,000000344a1ce6e0,1,0
204,204,0,0007e00000008180,11,04,2,000000344a1ce6ea,1,0
205,205,0,5043c00000008480,11,04,4,000000344a1ce703,1,0
206,206,0,0007e00000008280,11,04,2,000000344a1ce70b,1,0
207,207,0,5047c00000008580,11,04,4,000000344a1ce727,1,0
208,208,0,0007e00000008380,11,04,2,000000344a1ce732,1,0
209,209,0,5047c00000008680,11,04,4,000000344a1ce74a,1,0
210,210,0,0007e00000008480,11,04,2,000000344a1ce754,1,0
211,211,0,0007e00000008580,11,04,2,000000344a1ce778,1,0
212,212,0,0003e00000008080,01,06,0,000000344a1ce79a,1,0
213,213,0,0007e00000008680,11,04,2,000000344a1ce79c,1,0
214,214,0,4803c00000008080,11,04,4,000000344a1ce9e7,1,0
215,215,0,3807e00000008080,01,06,0,000000344a1cec56,1,0
216,216,0,2804300000008180,01,06,0,000000344a1cec6b,1,0
217,217,0,2804300000008280,01,06,0,000000344a1cec6e,1,0
218,218,0,2804300000008380,01,06,0,000000344a1cec71,1,0
219,219,0,2844300000008480,01,06,0,000000344a1cec74,1,0
220,220,0,2840300000008580,01,06,0,000000344a1cec77,1,0
221,221,0,2843f00000008680,01,06,0,000000344a1cec7a,1,0
222,222,0,5004000000008080,01,0a,3,000000344a1ceca7,1,0
223,223,0,5007c00000008180,11,04,4,000000344a1ced2a,1,0
224,224,0,5007c00000008280,11,04,4,000000344a1ced4d,1,0
225,225,0,5007c00000008380,11,04,4,000000344a1ced70,1,0
226,226,0,0007e00000008180,11,04,2,000000344a1ced7a,1,0
227,227,0,5047c00000008480,11,04,4,000000344a1ced94,1,0
228,228,0,0007e00000008280,11,04,2,000000344a1ced9e,1,0
229,229,0,5043c00000008580,11,04,4,000000344a1cedb7,1,0
230,230,0,0007e00000008380,11,04,2,000000344a1cedc2,1,0
231,231,0,5043c00000008680,11,04,4,000000344a1ceddb,1,0
232,232,0,0007e00000008480,11,04,2,000000344a1cede5,1,0
233,233,0,0007e00000008580,11,04,2,000000344a1cee06,1,0
234,234,0,0007e00000008680,11,04,2,000000344a1cee2d,1,0
235,235,0,5807e40000008080,01,08,5,000000344a1ceec2,1,0
236,236,0,1807e00000008080,11,04,2,000000344a1cef0f,1,0
237,237,0,2804300000008180,01,06,0,000000344a1cf329,1,0
238,238,0,2800300000008280,01,06,0,000000344a1cf32c,1,0
239,239,0,2800300000008380,01,06,0,000000344a1cf32f,1,0
